,budget,genres,id,keywords,original_language,popularity,production_companies,production_countries,date,revenue,runtime,title,vote_average,vote_count,actor,director
873,46000000,Action|Adventure|Crime|Thriller,479,corruption|black people|italo-american|brother sister relationship|drug dealer|revenge|murder|violence|drug|police officer|xenophobia,en,19.643365,Paramount Pictures|Scott Rudin Productions,Germany|United States of America,2000-06-15,107196498,99.0,Shaft,5.5,308,"John Shaft|Peoples Hernandez|Walter Wade, Jr.|Rasaan|Jack Roselli|Diane Palmieri|(Uncle) John Shaft|Judge Dennis Bradford|Walter Wade Senior|Carmen Vasquez|Luger|Lenox Lounge Patron",John Singleton
874,53000000,Animation|Family,9444,tzar|musical|russian revolution|train explosion|foreign language adaptation|exploding train,en,45.565917999999996,Twentieth Century Fox Film Corporation|Fox Animation Studios|Fox Family Films|The Big Gun Project|Little Wolf Entertainment,United States of America,1997-11-20,139804348,94.0,Anastasia,7.4,1432,Anastasia (voice)|Dimitri (voice)|Rasputin (voice)|The Dowager Empress Marie (voice)|Bartok (voice)|Vladimir (voice)|Sophie (voice)|Young Anastasia (voice)|Phlegmenkoff / Old Woman (voice)|Young Dimitri (voice)|Young Anastasia (singing voice)|Ensemble and Character Vocals (voice),Gary Goldman|Don Bluth
875,52500000,Drama|Music|Romance,824,duke|musical|writer's block|music|terminal illness|writer|no opening credits|moulin rouge|bohemian|toulouse lautrec|red curtain|cancan dance|la traviata|orpheus and eurydice|dance hall,en,57.374341,Bazmark Films|Twentieth Century Fox Film Corporation,Australia|United States of America,2001-03-09,179213434,127.0,Moulin Rouge!,7.4,1300,Satine|Christian|Toulouse-Lautrec|Harold Zidler|The Duke|The Doctor|The Unconscious Argentinean|Satie|Marie|Nini Legs in the Air|Arabia|China Doll|Môme Fromage|Audrey|The Green Fairy|Voice of the Green Fairy|Le Chocolat|Warner|Le Petomane|Stage Manager|Satine's Doctor|Christian's Father|Landlady|Man in the Moon|Voice of Man in the Moon|La Petite Princesse|Orchestra Member|Character Rake|Character Rake|Character Rake|Prostitute|Absinthe Drinker / Guitarist|Montmartre Dance Team|Montmartre Dance Team|Montmartre Dance Team|Montmartre Dance Team|Montmartre Dance Team|Montmartre Dance Team|Montmartre Dance Team|Montmartre Dance Team|Montmartre Dance Team|Montmartre Dance Team|Montmartre Dance Team|Montmartre Dance Team|Montmartre Dance Team|Montmartre Dance Team|Montmartre Dance Team|Montmartre Dance Team|Montmartre Dance Team|Montmartre Dance Team|Montmartre Dance Team|Montmartre Dance Team|Montmartre Dance Team|Montmartre Dance Team|Montmartre Dance Team|Montmartre Dance Team|Paris Dance Team|Paris Dance Team|Paris Dance Team|Paris Dance Team|Paris Dance Team|Paris Dance Team|Paris Dance Team|Paris Dance Team|Paris Dance Team|Paris Dance Team|Paris Dance Team|Paris Dance Team|Paris Dance Team|Paris Dance Team|Paris Dance Team|Paris Dance Team|Paris Dance Team|Paris Dance Team|Paris Dance Team|Paris Dance Team|Paris Dance Team|Paris Dance Team|Paris Dance Team|Paris Dance Team|Paris Dance Team|Paris Dance Team|Paris Dance Team|Tabasco Brother|Tabasco Brother|Tabasco Brother|Tabasco Brother|Tabasco Brother|Tabasco Brother|Tabasco Brother|Tabasco Brother|Cocoliscious Brother|Cocoliscious Brother|La Ko Ka Chau|Twin|Twin|Waiter|Waiter|Waiter|Latin Dancer,Baz Luhrmann
876,75000000,Mystery|Thriller|Crime,11456,menace|adoption|dangerous|adoptive father|threat to death|step father|murder|divorce|ex-wife|child|murder hunt,en,8.418560000000001,Paramount Pictures,United States of America,2001-10-30,54249294,89.0,Domestic Disturbance,5.4,113,Frank Morrison|Rick Barnes|Susan|Danny Morrison|Ray Coleman|Jason|Laurie|Theresa|Wedding Guest (uncredited),Harold Becker
877,53000000,Crime|Drama,261023,boston|based on true story|organized crime,en,46.049902,Infinitum Nihil|Head Gear Films|Cross Creek Pictures|Free State Pictures|RatPac-Dune Entertainment|Le Grisbi Productions|Vendian Entertainment,United Kingdom|United States of America,2015-09-04,98837872,122.0,Black Mass,6.3,1242,"James 'Whitey' Bulger|John Connolly|Billy Bulger|Lindsey Cyr|FBI Agent Charles McGuire|Brian Halloran|Kevin Weeks|John Morris|FBI Agent Robert Fitzpatrick|Fred Wyshak|Marianne Connolly|John Martorano|John Callahan|Deborah Hussey|Mickey Maloney|John McIntyre|Tommy King|DEA Agent Eric Olsen (Interrogator)|Mom Bulger|Mary Bulger|Douglas Cyr|Buddy Leonard|Jeremiah O'Sullivan|Joe Cahill|Mrs. Cody|Roger Wheeler|State Captain|Stephen Flemmi|Agent Scott Gariola|Josh Bond|McGuire's Secretary|Young Boy|Anna Bjornsdottir|Sr. FBI Official (voice)|Officer Flynn|Irish Nationalist|FBI Wire Tech|Joey, Big Italian|Gennaro Angiulo|Charlie McTiernan|Charlie's Friend|Charlie's Friend|Agent James|Dick Lehr|Gerard O'Neill|Prisoner|FBI Agent|Father Mackey|Michael Donahue|DEA Agent|Nurse|Drug Dealer|Drug Dealer|Drug Dealer|Crook|Barman|Boot Shop Owner|World Jai Alai Chairman|Porthole Bartender|Porthole Customer|DEA Agent Dan Doherty|Little Mary Bulger|Kathleen Bulger|Parade Spectator / Pancake Breakfast Patron (uncredited)|Floor Dancer (uncredited)",Scott Cooper
878,90000000,War|Drama|History,3683,world war ii|dying and death|pacific|iwo jima|aftercreditsstinger|duringcreditsstinger,en,23.9366,DreamWorks SKG|Amblin Entertainment|Malpaso Productions|Warner Bros.,United States of America,2006-10-18,65900249,132.0,Flags of Our Fathers,6.7,526,John 'Doc' Bradley|Corporal Ira Hayes|Corporal Rene Gagnon|Sergeant Keyes Beech|Bud Gerber|Sergeant Mike Strank|Private Ralph Ignatowski|Sergeant Hank Hansen|Colonel Chandler Johnson|Captain Dave Severance|Pauline Harnois Gagnon|General Alexander Vandegrift|General Holland Smith|Belle Block|Private Franklin Sousley|Harlon Block|Corporal Chuck Lindberg|Gust|Mrs. Strank|Mother Gagnon|Sergeant Boots Thomas|Lieutenant Harold Schrier|Senator|Local Politician|Bar Car Beauty|Bar Car Beauty #2|Lundsford|Secretary Forrestal,Clint Eastwood
879,53000000,Drama|Crime|Thriller,22803,tattoo|secret passage|baseball bat|deal|explosion|justice|district attorney|courtroom|vigilantism,en,49.593978,"Film Department, The|Evil Twins|Warp Films",United States of America,2009-10-15,126690726,109.0,Law Abiding Citizen,7.2,1486,Nick Rice|Clyde Alexander Shelton|Detective Dunnigan|Jonas Cantrell|Sarah Lowell|Detective Garza|Warden Iger|Kelly Rice|Denise Rice|Clarence Darby|Judge Laura Burch|Bill Reynolds|Mayor April Henry|Bray|Rupert Ames|Brian Bringham|Sereno|Clyde's Wife|Charlie - City Hall Security|Older Cop,F. Gary Gray
880,67000000,Thriller|Action|Horror,285923,exploitation|slasher|zombie|killer,en,16.637642,"Big Talk Productions|Yer Dead Productions|Weinstein Company, The|Dimension Films|Troublemaker Studios|Dartmouth International|Eyetronics|Rodriguez International Pictures",United States of America,2007-04-06,25037897,191.0,Grindhouse,6.8,459,"Stuntman Mike (segment ""Death Proof"")|Herself (segment ""Death Proof"")|Abernathy (segment ""Death Proof"")|Butterfly (segment ""Death Proof"")|Jungle Julia (segment ""Death Proof"")|Kim (segment ""Death Proof"")|Pam (segment ""Death Proof"") / Cherry (segment ""Planet Terror"")|Shanna (segment ""Death Proof"") / Judy (segment ""Thanksgiving"")|Lee Montgomery (segment ""Death Proof"")|Warren (segment ""Death Proof"") / Rapist #1 (segment ""Planet Terror"")|Earl McGraw (segments ""Death Proof"" / ""Planet Terror"")|Wray (segment ""Planet Terror"")|Block (segment ""Planet Terror"")|JT (segment ""Planet Terror"")|Sheriff Hague (segment ""Planet Terror"")|Tony (segment ""Planet Terror"")|Muldoon (segment ""Planet Terror"")|Abby (segment ""Planet Terror"")|Eva Krupp (segment ""Werewolf Women of the SS"")|Gretchen Krupp (segment ""Werewolf Women of the SS"")|Dr. Heinrich von Strasser (segment ""Werewolf Women of the SS"")|Franz Hess (segment ""Werewolf Women of the SS"")|Lt. Boorman (segment ""Werewolf Women of the SS"")|Padre (segment ""Planet Terror"")|Dr. Dakota Block (McGraw) (segment ""Death Proof"") / Dakota (segment ""Planet Terror"")|Deputy Tolo (segment ""Planet Terror"")|Machete (segment ""Planet Terror"")|Featured Woman (segment ""Don't"") (uncredited)|Featured Woman (segment ""Don't"") (uncredited)|Fu Manchu (segment ""Werewolf Women of the SS"") (uncredited)|Werewolf Woman (segment ""Werewolf Women of the SS"") (uncredited)|Bearded Cannibal (segment ""Don't"") (uncredited)",Robert Rodriguez|Quentin Tarantino|Edgar Wright|Eli Roth|Rob Zombie|Jason Eisener
881,0,Drama|Thriller,39437,,en,1.453765,Harpo Films|Touchstone Pictures,United States of America,1998-10-16,0,172.0,Beloved,5.9,26,"Sethe|Paul D Garner|Beloved|Younger Sethe|Stamp Paid|Ella|Denver|Baby Suggs, aka Grandma Baby|Grace",Jonathan Demme
882,0,Drama|Romance,1950,poker|sport|las vegas,en,6.162872,Village Roadshow Pictures|Lonely Film Productions GmbH & Co. KG.|Deuce Three Productions|DiNovi Pictures|Warner Bros.,United States of America,2007-05-01,5761917,124.0,Lucky You,5.4,81,Huck Cheever|Billie Offer|L. C. Cheever|Suzanne Offer|Telephone Jack|Pawnbroker|Ready Eddie|Ray Zumbro,Curtis Hanson
883,52000000,Drama|Crime,640,con man|biography|fbi agent|overhead camera shot|attempted jailbreak|engagement party|mislaid trust|bank fraud|inspired by a true story,en,73.94404899999999,Kemp Company|Splendid Pictures|Parkes/MacDonald Productions,United States of America,2002-12-25,352114312,141.0,Catch Me If You Can,7.7,3795,Frank Abagnale Jr.|Carl Hanratty|Frank Abagnale|Roger Strong|Paula Abagnale|Brenda Strong|Jack Barnes|Earl Amdursky|Tom Fox|Paul Morgan|Special Agent Witkins|Assistant Director Marsh|Cheryl Ann|Carol Strong|Marci|Lucy|Warden Garren|Darcy|Loan Officer|Football Player|Joanna|Girl #1|Student #1 (as Jonathan Danker)|Teacher|Principal Evans|Ms. Davenport|Bartender|Mr. Kesner|Mrs. Lavalier|Ticket Clerk|Hotel Manager|Ashley|Pilot|Mr. Rosen|Female Bank Teller|Front Desk Clerk|Young Female Teller|Manager|Receptionist|TWA Ticket Agent|Auctioneer|Motel Owner|Salesman|Riverbend Woman|Riverbend Woman|Terry|Party Guy|Young Doctor|Victor Griffith|Party Girl|Dr. Ashland|Emergency Nurse|Doctor Harris|Young Patient|FBI Agent|Bar Examiner|Judge|Kid|Mr. Hendricks (as Patrick T. O'Brien)|Monica|Debra Jo|Heather|Miggy|FBI Agent|FBI Agent (as James Dumont)|FBI Agent|Secretary|Abe Penner|Ira Penner|Penner Brother|TWA Stewardess|Captain Oliver|Pilot|Pilot|Little Girl|NY Savings Bank Manager|Female Teller|Teen Waiter|Man #3|Ilene|Candy|Hotel Maid|FBI Agent (as Gerald Molen)|Little Girl on Street|Blind Man|Young Man|Peggy|French Policeman (as Frank W. Abagnale)|Prison Guard (as Roger Lèger)|French Police Captain|French Police|French Police (as Guy Daniel Tremblay)|French Police (as Alexandre Bisping)|French Police|Maitre D'|Kid|Party Twin|Party Twin|Piano Player / Singer|Piano Player|Co-Pilot|Himself (as Joe Garagiola)|Herself (as Kitty Carlisle Hart)|Choir|Choir|Choir|Choir|Choir|Choir|Choir|Choir|Choir|Choir|Choir|Choir|Choir|Choir|Choir|Choir|Choir|Choir|Choir|Choir,Steven Spielberg
884,40000000,Thriller|Drama|History,97630,assassination|cia|hotel|terrorist|prisoner|car dealer|mossad|van|iraq|pakistan|osama bin laden|man hunt|navy seal|f word|female protagonist|gunfight|raid|violence|text message|monkey|dog|special forces|tied up|military|area 51|terrorist group|torturing|woman director|al qaeda|prison camp|water torture|suicide bombing|21st century|ex special forces|post 9/11|helicopter crash|islamabad,en,38.306954,Columbia Pictures|Annapurna Pictures|First Light Production,United States of America,2012-12-19,132820716,157.0,Zero Dark Thirty,6.7,1702,Maya|Dan|George|Patrick - Squadron Team Leader|Justin - DEVGRU|Joseph Bradley|Larry from Ground Branch|Steve|John|Jessica|Osama Bin Laden|Ammar|Jack|Thomas|J.J.|C.I.A. Director|National Security Advisor|Deputy National Security Advisor|Assistant to National Security Advisor|Jeremy|Deputy Director of C.I.A.|Jared - DEVGRU|Saber - DEVGRU|Henry - DEVGRU|Phil - DEVGRU|Nate - DEVGRU EOD|Mike - DEVGRU|Debbie|Squadron Commanding Officer|Hakim|Detainee on Monitor,Kathryn Bigelow
885,52000000,Romance|Comedy,9767,bowling|chicago|american football|flat|baseball|new love|tour guide|break-up|art gallery|argument|pool table|watching tv|ex-boyfriend ex-girlfriend relationship|dinner party|condominium,en,26.251216999999997,Universal Pictures|Mosaic Media Group|Wild West Picture Show Productions,United States of America,2006-06-01,204999686,106.0,The Break-Up,5.6,832,Gary Grobowski|Brooke Meyers|Addie|Lupus Grobowski|Johnny O|Riggleman|Marilyn Dean|Christopher|Carson Wigham|Richard Meyers|Wendy Meyers|Howard Meyers|Dennis Grobowski|Carol Grobowski|Mrs. Grobowski|Shondra,Peyton Reed
886,52000000,Comedy|Romance,11631,single parent|greece|musical|daughter|single|mother daughter relationship|duringcreditsstinger|woman director,en,30.780599,Universal Pictures|Internationale Filmproduktion Richter|Playtone|Relativity Media|Littlestar,Germany|United Kingdom|United States of America,2008-07-03,609841637,108.0,Mamma Mia!,6.4,1386,Donna Sheridan|Sam Carmichael|Sophie Sheridan|Harry Bright|Bill Anderson|Rosie Mulligan|Tanya Chesham-Leigh|Sky|Ali|Lisa|Pepper|Gregoris|Petros|Father Alex|Stavros|Arina|Eddie|Panos|Dimitri|Ione|Irini|Elena|Ariana|Elpida|Sam's PA|Hen,Phyllida Lloyd
887,52000000,Comedy|Romance,32856,flower|married couple|florist|kiss|single|valentine|valentine's day|multiple storylines|aftercreditsstinger|duringcreditsstinger,en,25.41929,New Line Cinema|Karz Entertainment|Rice Films,United States of America,2010-02-10,216485654,125.0,Valentine's Day,5.7,1013,Morley Clarkson|Kara Monahan|Holden Wilson|Sean Jackson|Dr. Harrison Copeland|Edgar Paddington|Kelvin Moore|Julia Fitzpatrick|Jason Morris|Liz Curran|Alex Franklin|Reed Bennett|Paula Thomas|Alphonso Rodriguez|Estelle Paddington|Grace Smart|Captain Kate Hazeltine|Willy Harrington|Susan Milton|Felicia Miller|Masseuse|Pamela Copeland|Mailroom Danny,Garry Marshall
888,50000000,Action|Adventure|Comedy,6519,sheriff|farm|bikini|redneck|moonshine,en,15.982120000000002,Village Roadshow Pictures|Gerber Pictures|Warner Bros.|WV Films III,United States of America,2005-08-05,110803676,104.0,The Dukes of Hazzard,5.1,316,Luke Duke|Bo Duke|Daisy Duke|Uncle Jesse Duke|Jefferson Davis 'Boss' Hogg|Sheriff Rosco P. Coltrane|Billy Prickett|Cooter Davenport|Deputy Enos Strate|Katie Johnson|Laurie Pullman|Governor Jim Applewhite|Pauline|Sheev|Jimmy|Dil Driscoll|Deputy Cletus Hogg|Annette|Royce|Judge Locke Randolph|Security Guard Chip|The Balladeer (voice),Jay Chandrasekhar
889,52000000,Drama|History|War,8741,based on novel|japanese|world war ii|battle assignment|invasion|marine corps|u.s. army|commander|pacific|rifle|survival|jungle|infantry|steel helmet|sergeant|pacific island|soldier|battle|fighting|guadalcanal|awol|philosophic conflict,en,40.072583,Fox 2000 Pictures|Phoenix Pictures|Geisler-Roberdeau,Canada|United States of America,1998-12-25,98126565,170.0,The Thin Red Line,7.2,771,"1st Sgt. Edward Welsh|Cpl. Geoffrey Fife|Pvt. Robert Witt|Pvt. Jack Bell|Capt. Charles Bosche|Capt. John Gaff|Sgt. William Keck|Capt. James 'Bugger' Staros|Lt. Col. Gordon Tall|Sgt. Maynard Storm|Brig. Gen. David Quintard|Pvt. Alfredo Tella|Pvt. Christopher Peale|Pvt. Howard Coombs|1st Lt. George ""Brass"" Band|Sgt. Paul Becker|Pfc. Charlie Dale|2nd Lt. William Whyte|Sgt. Jack McCron|Pfc. Edward Bead|Marty Bell|Pvt. Brian Tills|Pfc. Don Doll|Pvt. Frank Mazzi|Witt's Mother|Pvt. Leonardo Carni",Terrence Malick
890,52000000,Comedy,49520,jealousy|chance|wish|change|man change|co-worker|body-swap,en,32.015477000000004,Universal Pictures|Original Film|Relativity Media|Big Kid Pictures,United States of America,2011-08-05,75450437,112.0,The Change-Up,5.9,736,Sabrina McArdle|Mitch Planko|Dave Lockwood|Jamie Lockwood|Tatiana|Mitch's Dad|Kinkabe Lawyer|Flemming Steel|Ted Norton|Ken Kinkabe|Cara Lockwood|Valtan|Blow-Dried Goon|Sophia|Parks Foreman|Mona|Babysitter|Boom Operator|Carla Nelson,David Dobkin
891,82000000,Comedy|Drama|Romance,1850,show business|comedian|wrestling,en,24.444186,Mutual Film Company,United States of America,1999-12-22,47434430,118.0,Man on the Moon,6.9,435,Andy Kaufman/Tony Clifton|Lynne Margulies|Jack Burns|George Shapiro|Stanley Kaufman|Janice Kaufman|Little Michael Kaufman|Mr. Besserman|Maynard Smith|Bob Zmuda|Christopher Lloyd - 'Taxi' Actor|Jeff Conaway - 'Taxi' Actor|Blue Collar Guy|Diane Barnett|National Enquirer Reporter|Jerry Lawler|Wrestling Commentator,Miloš Forman
892,52000000,Drama|Crime,524,poker|drug abuse|1970s|overdose|illegal prostitution,en,40.06688,Universal Pictures|Légende Entreprises|Syalis DA|De Fina-Cappa,France|United States of America,1995-11-22,116112375,178.0,Casino,7.8,1307,Sam 'Ace' Rothstein|Ginger McKenna|Nicky Santoro|Lester Diamond|Billy Sherbert|Andy Stone|Phillip Green|Remo Gaggi|Pat Webb|Sénateur|Frank Marino|Oscar Goodman|Charlie Clark|Mme Piscano|Artie Piscano|Ichikawa|Amy|Black Jack-Groupier|David|Don Ward|Vincent Borelli|Dominick Santoro|Jennifer Santoro|John Nance|Signaller|Winner|Cowboy|Tony Dogs|Vinny Forlano|Americo Capelli|Sal Fusco|Doctor Dan|Stabbed Gambler|Baker|Gambler in Phone Booth|Jack Hardy|Trudy|Anna Scott|Wiseguy Eddie|Wiseguy Jerry|Moosh|Rocky|Bookie|LA Banker|Chastised Gambler,Martin Scorsese
893,52000000,Action|Crime|Thriller,26389,paris|cia|undercover|explosive|pimp|ambassador|anti hero|revelation|french|politician|firearm|deception|car crash|gang,en,27.916284,Apipoulaï|M6 Films|Canal+|TPS Star|Grive Productions|EuropaCorp|M6|W9,United Kingdom|France,2010-02-05,52826594,92.0,From Paris with Love,6.1,675,"Charlie Wax|James Reece|Caroline|Ambassador Bennington|M. Wong|Nichole|Foreign Minister|The Thug|Rashid|The Pimp|Chinese Punk|Dir Yasin|Foreign Minister's Aide|Airport Security Official|Customs Official|Head of Delegation|Embassy Security|Chief of Security|Bearded Driver|Wax's Hooker|Asian Hooker ""German""|German Tourist|Chinese Maître'D|The Voice (voice)|Suicidal Pakistani",Pierre Morel
894,52000000,Action|Comedy|Fantasy,11817,monk|homeless person|injection|fall|knife fight|scroll|the force,en,15.207070000000002,Metro-Goldwyn-Mayer (MGM),United States of America,2003-03-28,0,104.0,Bulletproof Monk,5.1,278,Kar|Jade|Strucker|nameless monk|Sax|Nina|Mr. Funktastic|Mr. Kojima|Master Monk|Diesel|DV|Buzz|Wicho|Shade|Brother Tenzin,Paul Hunter
895,51000000,Comedy,2123,schizophrenia|ex-cop|aftercreditsstinger|duringcreditsstinger,en,39.001682,Twentieth Century Fox Film Corporation|Conundrum Entertainment,United States of America,2000-06-22,149270999,116.0,"Me, Myself & Irene",6.1,927,Off. Charlie Baileygates/Hank Evans|Irene P. Waters|Jamaal Baileygates|Colonel Partington|Agent Boshane|Agent Peterson|Lee Harvey Baileygates|Shante Jr. Bailreygates|Lieutenant Gerke|Trooper Sea Bass|Beautiful Mom|Layla|Shonte|Trooper Finneran|Trooper Maryann|Maternity Doctor,Bobby Farrelly|Peter Farrelly
896,51000000,Animation|Comedy|Family,9907,peasant|farm|cow|cojote|family,en,10.430832,Paramount Pictures|Nickelodeon Movies|Paramount Animation,Germany|United States of America,2006-08-04,72779000,90.0,Barnyard,5.3,225,Daisy the Cow (voice)|Otis the Cow (voice)|Ben the Cow (voice)|Miles the Mule (voice)|Bessy the Cow (voice)|Dag the Coyote (voice)|Etta the Hen (voice)|Pip the Mouse (voice)|Eddy the Cow (voice)|Bud the Cow / Officer O'Hanlon (voice)|Freddy the Ferret (voice)|Igg the Cow (voice)|Duke the Dog (voice)|Pig the Pig (voice)|Snotty Boy / Mr. Beady / Snotty Boy's Father (voice)|Maddy the Chick (voice)|Root the Rooster (voice)|Farmer (voice)|Mrs. Beady (voice)|Peck the Rooster / Gopher (voice),Steve Oedekerk
897,0,Comedy|Family,9969,holiday|massachusetts|neighbor|christmas,en,5.952527,Regency Enterprises|New Regency Pictures|Corduroy Films|All Lit Up Productions,United States of America,2006-11-22,47231070,93.0,Deck the Halls,5.1,109,Buddy Hall|Steve Finch|Kelly Finch|Tia Hall|Gustave|Carter Finch|Ashley Hall|Madison Finch|Mayor Young|Emily Hall|Sheriff Dave|Fireworks Guy|Ted|Bob Murray|Gerta|Mrs. Ryor|Mackenzie|Ed|Herself|Wallace|Madison's Date,John Whitesell
898,50000000,Adventure|Fantasy|Drama|Romance,18239,moon|cinema|vampire|werewolf|fang vamp,en,94.815867,Summit Entertainment|Maverick Films|Imprint Entertainment|Sunswept Entertainment|Temple Hill Entertainment,United States of America,2009-03-15,709827462,130.0,The Twilight Saga: New Moon,5.6,2436,Isabella 'Bella' Swan|Edward Cullen|Jacob Black|Charlie Swan|Alice Cullen|Jasper Hale|Carlisle Cullen|Esme Cullen|Emmett Cullen|Rosalie Hale|Laurent Da Revin|Victoria Sutherland|Jessica Stanley|Mike Newton|Angela Weber|Billy Black|Harry Clearwater|Aro Volturi|Caius Volturi|Jane Volturi|Marcus Volturi|Alec Volturi|Eric Yorkie|Quil Ateara|Felix Volturi|Demetri Volturi|Sam Uley|Embry Call|Paul Lahote|Jared Cameron|Emily Young|Gianna|Heidi Volturi|Mr. Berty|Bob Marks|Chet|Marie Higginbotham,Chris Weitz
899,60000000,Adventure|Animation|Comedy|Family|Fantasy,808,magic|liberation|lordship|castle|robin hood|enchantment|fairy-tale figure|princess|parody|woman director|ogre,en,67.298732,DreamWorks SKG|Pacific Data Images (PDI)|DreamWorks Animation,United States of America,2001-05-16,484409218,90.0,Shrek,7.3,4056,Shrek (voice)|Donkey (voice)|Princess Fiona (voice)|Lord Farquaad (voice)|Monsieur Hood (voice)|Ogre Hunter (voice)|Ogre Hunter (voice)|Captain of Guards (voice)|Baby Bear (voice)|Geppetto / Magic Mirror (voice)|Pinocchio / Three Pigs (voice)|Old Woman (voice)|Gingerbread Man (voice)|Blind Mouse / Thelonious (voice)|Blind Mouse (voice)|Wrestling Fan (voice)|Merry Man (voice)|Merry Man (voice)|Merry Man (voice)|Merry Man (voice)|Bishop (voice)|Duloc Mascot (voice) (uncredited)|Clockwork Chorus (uncredited)|Villager (uncredited)|Esek (voice) (uncredited)|Clockwork Chorus (uncredited)|Additional Voices (voice) (uncredited)|Dragon Vocals (uncredited)|Dragon / Animals' Vocal Effects (voice) (uncredited),Andrew Adamson|Vicky Jenson
900,50200000,Science Fiction|Thriller|Romance,38050,hotel|dancer|hat|senator|future|honesty|plan|kiss|speech|marriage|politician|alone|fate|foot chase|covert agency|courthouse|political campaign|based on short story,en,26.60772,Universal Pictures|Media Rights Capital|Gambit Pictures|Electric Shepherd Productions,United States of America,2011-03-03,127869379,106.0,The Adjustment Bureau,6.5,1652,"David Norris|Elise Sellas|Richardson|Harry Mitchell|Robyn, Campaign Aide|Adrian Troussant, Elise's Fiancé|Thompson|Charlie Traynor|Suburban Mom|Suburban Mom|Suburban Neighbor|Suburban Neighbor|Himself|Jon Stewart|Political Consultant|Political Consultant|Reporter|U.S. Coast Guard Officer|Senior Campaign Aide|Lauren, Elise's Best Friend",George Nolfi
901,48000000,Adventure,8367,england|crusade|mercifulness|robin hood|folk hero,en,28.803728999999997,Warner Bros.|Morgan Creek Productions,United States of America,1991-06-14,390493908,143.0,Robin Hood: Prince of Thieves,6.6,909,Robin Hood|Azeem|Will Scarlett|Marian|Sheriff von Nottingham|Mortianna|Friar Tuck|Lord Locksley|Guy of Gisborne|Little John|Fanny|King Richard (uncredited)|The Balladeer (uncredited)|Bull|Duncan|Bishop of Hereford|Much|Hal|Red Headed Baron|Celtic Chieftain|Kneelock|Scribe|Kenneth of Cowfall|Peter Dubois|Interrogator|Old Woman|Sarah|Farmer|Villager|Grey Bearded Baron|Ox|Soldier|Executioner|Lady in Coach|Wulf,Kevin Reynolds
902,50000000,Comedy|Drama|Romance,9390,stadium|career|sport|sports agent,en,27.039635999999998,Gracie Films|TriStar Pictures,United States of America,1996-12-06,273552592,139.0,Jerry Maguire,6.7,913,Jerry Maguire|Rod Tidwell|Dorothy Boyd|Avery Bishop|Former Girlfriend|Ray Boyd|Frank Cushman|Bob Sugar|Laurel Boyd|Marcee Tidwell|Chad the Nanny|Bill Dooler|Tyson Tidwell|Dicky Fox|Keith Cushman|Anne-Louise|Rick|Jesse Remo|Ethan Valhere|Matt Cushman|Former Girlfriend|Weepy Athlete|John Swenson,Cameron Crowe
903,50000000,Comedy|Fantasy,72105,friendship|love|teddy bear|toy comes to life|wishes come true,en,68.87691,Universal Pictures|Media Rights Capital|Fuzzy Door Productions,United States of America,2012-06-29,549368315,106.0,Ted,6.3,4697,John Bennett|Lori Collins|Ted (voice)|Rex|Donny|Guy|Thomas|Tami-Lynn|Robert|Frank|Narrator|Tanya|Young John|John's Mom|Tracy|Bellybutton|Herself|Himself|Asian Man 'Ming'|Alix|Gina|Michelle|Greenbaum Kid|Himself|Heavenly|Cherene|Angelique|Sauvignon Blanc|Jared (uncredited)|Ted Danson (uncredited)|John's Dad|Kid #1 / Young Ted's Voice|Kid #2|Kid #3|Waitress|Guy at Table #1|Guy #1|Partygoer (Ted's Buddy)|Girl at Party|Teenage John|Plymouth PR Worker|Club Girl|Ellen|Crazy Guy|Waiter|Newscaster|Female Newscaster|Party Guest|Concert Attendee (uncredited)|Club Patron (uncredited),Seth MacFarlane
904,50000000,Comedy|Romance,2898,single parent|waitress|lone wolf|friendship|neighbor|author|cowardliness|writer|dog|rude|obnoxious|unlikely friendship|noodle salad,en,37.885022,Gracie Films|TriStar Pictures,United States of America,1997-12-19,314178011,139.0,As Good as It Gets,7.2,915,Melvin Udall|Carol Connelly|Simon Bishop|Frank Sachs|Vincent Lopiano|Beverly Connelly|Jackie Simpson|Nora Manning|Dr. Green|Dr. Bettes|Psychiatric Patient|Psychiatric Patient|Policewoman|Receptionist|Sean from the Bakery|Street Hustler|Handyman|Man at Table|Spencer Connelly|Carol's date|Publisher|Woman in Lobby|Veterinarian|Woman at Table|Singer|Man on Bus|Men's Store Salesman|Maitre D'|Neighbor Woman|Carl|Caterer|Partygoer|Partygoer|Partygoer|Cafe 24 Manager|Cafe 24 Customer|Cafe 24 Waitress|Cafe 24 Waitress|Cafe 24 Waitress|Cafe 24 Waitress|Cafe 24 Waitress|Cafe 24 Busboy|Child at Cafe 24|Child at Cafe 24|Mother at Table|Street Hustler|Detective Ray|Nurse Receptionist|Bar Waiter|Hospital Doctor|Nurse|Flower Store Customer (uncredited)|Bartender (uncredited)|Ballet Dancer (uncredited)|Restaurant Patron (uncredited)|Fred Bishop - Simon's Dad on Phone (voice) (uncredited),James L. Brooks
