,budget,genres,id,keywords,original_language,popularity,production_companies,production_countries,date,revenue,runtime,title,vote_average,vote_count,actor,director
1170,40000000,Thriller|Crime|Drama,1213,spy|cia|cold war|soviet union|pilot|lawyer|american,en,31.385257,New Line Cinema|Universal Pictures|Conundrum Entertainment|Red Granite Pictures,United States of America,1999-12-25,128798265,139.0,The Talented Mr. Ripley,7.0,767,Matt Damon|Gwyneth Paltrow|Jude Law|Cate Blanchett|Philip Seymour Hoffman|Jack Davenport|James Rebhorn|Sergio Rubini|Philip Baker Hall|Celia Weston|Fiorello|Stefania Rocca|Ivano Marescotti|Anna Longhi|Alessandro Fabrizi|Lisa Eichhorn|Gretchen Egolf|Jack Willis|Frederick Alexander Bosche|Dario Bergesio|Larry Kaplan|Claire Hardwick|Antonio Prester|Lorenzo Mancuso|Onofrio Mancuso|Massimo Reale|Emanuele Carucci Viterbi|Caterina Deregibus|Silvana Bosi|Gianfranco Barra|Renato Scarpa|Deirdre Lovejoy|Brian Tarantina|Guy Barker|Bernardo Sassetti|Perico Sambeat|Gene Calderazzo|Joseph Lepore|Rosario Giuliuni|Eddy Palerno|Byron Wallen|Pete King|Clark Tracey|Jean Toussaint|Geoff Gascoyne|Carlo Negroni|Beppe Fiorello|Marco Quaglia|Alessandra Vanzi|Marco Rossi|Roberto Valentini|Francesco Bovino|Stefano Canettieri|Marco Foti|Ludovica Tinghi|Nicola Pannelli|Paolo Calabresi|Pietro Ragusa|Simone Empler|Gianluca Secci|Manuel Ruffini|Pierpaolo Lovino|Roberto Di Palma,
1171,40000000,Comedy,100042,helicopter|war crimes|sniper|bosnia and herzegovina|fighter pilot|bosnian war of 1992-1995|rescue|escape|tank|atrocity|gunfight|combat|military|mine field|action hero|aircraft carrier|reconnaissance|mass grave,en,67.767785,"Walt Disney Pictures|Spyglass Entertainment|Vertigo Entertainment|Kennedy/Marshall Company, The|Mandeville Films|Winking Productions",United States of America,2014-11-12,169837010,110.0,Dumb and Dumber To,5.4,1127,Jim Carrey|Jeff Daniels|Rachel Melvin|Kathleen Turner|Brady Bluhm|Laurie Holden|Steve Tom|Rob Riggle|Don Lake|Patricia French|Gregory Fears|Tembi Locke|Paul Blackthorne|Eddie Shin|Atkins Estimonds|Tommy Snider|Lindsay Ayliffe|Matthew Cardarople|Bill Murray|Grant James|Taylor St. Clair|Erin Allin O'Reilly|Tim Campione|Jennifer Cocker|Derrick Dean|Garret H. Dumas|Shelton Foreman|Jeff Matthew Glover|William Goodrum|Walter Hendrix III|Lauren Henneberg|Michael Jaegers|Angela Kerecz|Aaron Kischnick|Rob Koebel|Taylor McPherson|David Pascua|William R. Phillips|Josh Turner|Stefan Walker Armstrong|Walt Arnett|Paul Bednarz|Erika Bierman|Derek Blankenship|Kassidy Claire|Jesse Clark|Carly Craig|Bryan Dilbeck|Joe Foley|Abigail Gamache|Dalton E. Gray|Llauryn P. Hendrix|Ron Hudson|Kathlene Huslin|Erick Reihs Jackson|Darien Johnson|Jeffrey Karantza|Debi Kimsey|Anthony R. McClara|Michael McCrudden|Richard Melton|Maia Moss-Fife|Ryan Nesset|Orbert Rogers|Sade Shearer|Dereck Smith|Jeff Sumner|Dave Walpole|Dave Walpole|Christina Michelle Williams|Brett Wyman|Bennett Wayne Dean Sr.|Doris Dean|John Deifer|Jacklyn Edney|David Emmett|Cody Mark Hanna|Billy Boy Johnson|John Merical|Barbara Prince|June Shannon|Julius Sharpe,
1172,40000000,Adventure|Drama|Family,9036,aftercreditsstinger,en,24.287306,Waverly Films|Warner Bros.,United States of America,2006-02-17,120455994,120.0,Eight Below,6.7,542,Paul Walker|Bruce Greenwood|Moon Bloodgood|Jason Biggs|Gerard Plunkett|August Schellenberg|Wendy Crewson,
1173,35000000,Comedy,257211,jealousy|wife husband relationship|dancing master,en,53.114573,Universal Pictures|Cube Vision|Will Packer Productions|Reel Chefs Catering,United States of America,2015-09-24,194564672,121.0,The Intern,7.1,1881,Robert De Niro|Anne Hathaway|Rene Russo|Anders Holm|JoJo Kushner|Andrew Rannells|Adam Devine|Zack Pearlman|Jason Orley|Christina Scherer|Nat Wolff|Linda Lavin|Celia Weston|C.J. Wilson|Mary Kay Place|Erin Mackey|Christina Brucato|Wallis Currie-Wood|Molly Bernard|Paulina Singer|Annie Funke|Christine Evangelista|Drena De Niro|Steve Vinovich|Amelia Brain,
1174,40000000,Action|Comedy,323675,defense industry|toy shop|technical toy|soldier|prototype|killer toys|toy comes to life,en,25.136082000000002,Morgan Creek Productions,United States of America,2016-01-14,124827316,102.0,Ride Along 2,6.1,555,Kevin Hart|Ice Cube|Olivia Munn|Tika Sumpter|Ken Jeong|Tyrese Gibson|Nadine Velazquez|Benjamin Bratt|Glen Powell|Sherri Shepherd|Utkarsh Ambudkar|Bruce McGill|Arturo del Puerto|Carlos Gómez|Robert Pralgo|Bresha Webb|James Martin Kelly|Eric Goins|Michael Rose|Michelle Pieroway|Shelby Courtney|Ricky Russert|Christopher Johnson|David J. Porras|Derek Carver|Jay Amor|Rey Hernandez|Rachel Faulkner|Liz Godwin|Yolanda Adams|Ana Ayora|Ace Marrero|Junes Zahdi|Freddie Poole|Donny Carrington|Jabari Simba|Henry Kingi|Jessica Bialick|Jennifer Badger|Christina De Leon|Josh Diogo|Shamea Morton|Peter Parente|Isabella Fleetwood|Andrew Ortega|Elizabeth Ramos|Jeremy Wayne Carley|D'Kia Anderson|Stacey Bender|Tamila Bilalova|Massiel Checo|Hunter Denoyelles|Michelle Rose Domb|Mary Farah|Tracey Ferrara|Frenchi Firecracker|Chrystall Friedemann|Cindy Gold|Fatimah Hassan|Michelle Hayden|Lena Marie|Rebecca Olejniczak|Devanny Pinn|Heather L. Porter|Vanessa Rose Rivera|Yesse Rodriguez|Rick Ross|Masha Silberberg|T.I.|Maegan Vogel|Dwyane Wade|Heather Witherill,
1175,40000000,Action|Adventure|Drama|History|Romance|War,9361,anti hero|secret agent|fistfight|based on comic book|burn victim,en,37.776565999999995,Universal Pictures|Bristol Bay Productions|Baldwin Entertainment Group|Anvil Films,United States of America,1992-09-25,75505856,112.0,The Last of the Mohicans,7.1,732,Daniel Day-Lewis|Madeleine Stowe|Russell Means|Eric Schweig|Jodhi May|Steven Waddington|Wes Studi|Maurice Roeves|Patrice Chéreau|Edward Blatchford|Terry Kinney|Tracey Ellis|Justin M. Rice|Dennis Banks|Pete Postlethwaite,
1176,40000000,Drama|Music,1677,loss of lover|lover (female)|ex-lover|torture|napoleon bonaparte,en,21.743320999999998,Dimension Films|Troublemaker Studios|Miramax,United States of America,2004-10-29,124731534,152.0,Ray,7.2,467,Jamie Foxx|Kerry Washington|Regina King|Harry Lennix|Clifton Powell|Bokeem Woodbine|Sharon Warren|C.J. Sanders|Curtis Armstrong|Richard Schiff|Larenz Tate|Terrence Howard|David Krumholtz|Wendell Pierce|Aunjanue Ellis|Chris Thomas King|Thomas Jefferson Byrd|Rick Gomez|Denise Dowse|Warwick Davis|Patrick Bauchau|Robert Wisdom|Kurt Fuller|Jedda Jones,
1177,40000000,Action|Thriller|Crime,187,judge|arrest|jury|private investigator,en,66.003433,Columbia Pictures|Original Film|Kanzaman|Relativity Media|Art In Motion,United States of America,2005-04-01,158733820,124.0,Sin City,7.2,2691,Jessica Alba|Devon Aoki|Clive Owen|Rosario Dawson|Mickey Rourke|Bruce Willis|Benicio del Toro|Michael Clarke Duncan|Alexis Bledel|Carla Gugino|Josh Hartnett|Powers Boothe|Rutger Hauer|Jaime King|Michael Madsen|Brittany Murphy|Nick Stahl|Elijah Wood|Jude Ciccolella|Jeffrey J. Dashnaw|Jesse De Luna|Jason Douglas|Tommy Flanagan|Rick Gomez|David H. Hickey|Greg Ingram|Nicky Katt|Helen Kirk|John McLeod|Lisa Marie Newmyer|Tommy Nix|Nick Offerman|Marco Perella|Randal Reeder|Jeff Schwan|Marley Shelton|Frank Miller|Korey Simeone|Paul T. Taylor|Rico Torres|Makenzie Vega Norfolk|Arie Verveen|Patricia Vonne|Ethan Maniquis|Ken Thomas|Chris Warner|Ethan Rains|Cara D. Briggs|Christina Frankenfield|Evelyn Hurley|Jason McDonald|Clark Middleton,
1178,40000000,Drama|Action|Thriller|Crime,7461,taxi|hotel|coma|taxi driver|prince|briefcase|hospital|stolen identity,en,24.862767,The Montecito Picture Company|De Line Pictures|Bernard Gayle Productions,United States of America,2008-02-01,151161491,90.0,Vantage Point,6.2,716,Dennis Quaid|Matthew Fox|Forest Whitaker|Sigourney Weaver|William Hurt|Ayelet Zurer|Edgar Ramírez|Eduardo Noriega|Saïd Taghmaoui|Zoe Saldana|James Le Gros|Bruce McGill|Richard T. Jones|Holt McCallany|Leonardo Nam|Dolores Heredia|Shelby Fenner|Alicia Jaziz Zapién|Justin Sundquist|Rocío Verdejo|Brian McGovern|Ari Brickman|Sean O'Bryan|Guillermo Iván|Xavier Massimi|Rodrigo Cachero|Lisa Owen|Marisa Rubio|José Carlos Rodríguez,
1179,41000000,Comedy,16538,competition|secret|obsession|magic|dying and death|class society|illusion|tricks|hostility|class|rivalry,en,25.391899,Twentieth Century Fox Film Corporation,United States of America,2009-03-20,91636986,105.0,"I Love You, Man",6.5,515,Paul Rudd|Jason Segel|Rashida Jones|Andy Samberg|J.K. Simmons|Jane Curtin|Jon Favreau|Jaime Pressly|Rob Huebel|Thomas Lennon|Sarah Burns|Lou Ferrigno|Greg Levine|Jean Villepique|Kym Whitley|Colleen Crabtree|Mather Zickel|Aziz Ansari|Nick Kroll|Liz Cackowski|Kulap Vilaysack|Catherine Reitman|Carla Gallo|Vicki Davis|Josh Cooke|Jay Chandrasekhar|Seth Morris|Jerry Minor|Joe Lo Truglio|Murray Gershenz|Keri Safran|Greg Tuculescu|Ian Roberts|Ethan S. Smith|Nelson Franklin|Ping Wu|Jill Bartlett|Matt Walsh|Geddy Lee|Alex Lifeson|Neil Peart|Melissa Rauch|David Wain|Larry Wilmore|Craig Wedren|Damian Kulash,
1180,40000000,Comedy|Romance,9889,prison|kidnapping|sequel|car chase|sex addict|sex tape,en,29.854772999999998,Camelot Productions|Canal Plus Group|Ixtlan Productions|Warner Bros.,United States of America,2001-11-01,141069860,114.0,Shallow Hal,5.7,731,Gwyneth Paltrow|Jack Black|Jason Alexander|Joe Viterelli|Bruce McGill|Tony Robbins|Susan Ward|Zen Gesner|Brooke Burns|Rob Moran|Kyle Gass|Nan Martin|Sasha Neulinger|Erinn Bartlett|Daniel Greene|Steve Tyler|Laura Kightlinger|Fawn Irish|Danny Murphy,
1181,40000000,Drama|Thriller|History,820,spaceship|alien|rescue|escape|planet|astronaut|Γη|mission control,en,26.82041,Twentieth Century Fox Film Corporation|Regency Enterprises|Epsilon Motion Pictures|Firm Films|Deep River Productions|New Regency Pictures|Ed Friendly Productions|Runteldat Entertainment|Big Lou House Productions,Mexico|United States of America,1991-12-20,205405498,189.0,JFK,7.5,502,Kevin Costner|Tommy Lee Jones|Gary Oldman|Kevin Bacon|Michael Rooker|Jack Lemmon|Laurie Metcalf|Sissy Spacek|Joe Pesci|John Candy|Pruitt Taylor Vince|Jay O. Sanders|Walter Matthau|Sally Kirkland|Donald Sutherland|Ed Asner|Brian Doyle-Murray|Ray LePere|Vincent D'Onofrio|Tom Howard|Lolita Davidovich|Jim Garrison|Wayne Knight|Gary Grubbs|Beata Pozniak Daniels|Tony Plana|John William Galt|Ron Jackson|Sean Stone|John S. Davies|Tomás Milián|Raul Aranas|Gail Cronauer|Gary Carter|James N. Harrell|Ellen McElduff|Jo Anderson|Marco Perella|Edwin Neal|Darryl Cox|T.J. Kennedy|J.J. Johnston|R. Bruce Elliott|William Larsen|Wayne Tippit|Dale Dye|Jerry Douglas|Ryan MacDonald|Duane Grey|George R. Robertson|Baxter Harris|John Seitz|Alex Rodine|Sam Stoneburner|Bob Gunton|John P. Finnegan|Walter Breaux|Melodee Bowman|Peter Maloney|Richard Rutowski|Bill Bolender|Price Carson|Gil Glasgow|Bob Orwig|Hugh Feagin|George Kelly|Victor Kempster|John Larroquette|Maria Mason|Ron Rifkin|Frank Whaley|Kevin Beard|Jeffrey Bornstein|Marie Del Marco|Alan Donnes|Orlando Gallegos|Robert J. Groden|Chuck Kelley|Codie Scott|Martin Sheen|Jacquelyn Twodat Jackson,
1182,40000000,Comedy|Crime,11565,loss of family|solar eclipse|slavery|jaguar|village|maya civilization|forest|tribe|human sacrifice|central america|maya|ancient civilization|yucatec maya language,en,17.612920000000003,DreamWorks SKG|Newmarket Capital Group|Lawrence Bender Productions|Pistolero Productions LLC,United States of America,2006-01-26,138259062,99.0,Big Momma's House 2,5.4,371,Martin Lawrence|Nia Long|Emily Procter|Zachary Levi|Mark Moses|Kat Dennings|Chloë Grace Moretz|Marisol Nichols,
1183,57000000,Action|Comedy|Crime|Romance,6073,london england|smuggling of arms|prison|england|assassination|spy|falsely accused|secret identity|country estate|arms deal|russia|drug traffic|secret mission|secret intelligence service|kgb|villain|renegade|special car|tangier morocco|big wheel|pipeline|cello|orchestra|freedom fighter|czechoslovakia|bratislava|afghanistan|airplane|schloss schönbrunn|escape|moscow|vienna,en,21.021809,New Line Cinema|Offspring Entertainment,United States of America,2001-03-01,147845033,123.0,The Mexican,5.8,441,Brad Pitt|Julia Roberts|James Gandolfini|J.K. Simmons|Gene Hackman|Bob Balaban|Michael Cerveris|Richard Coca|David Krumholtz|Castulo Guerra|Salvador Sánchez|Jeremy Roberts|José Carlos Rodríguez|Daniel Escobar,
1184,20000000,Comedy,16996,hunter|predator|yakuza|hunting human beings|alien life-form|sequel|alien|alien planet|jungle|soldier|warrior,en,52.571674,Twentieth Century Fox Film Corporation|LBI Productions,United States of America,2009-03-11,136267476,102.0,17 Again,6.1,1350,Zac Efron|Leslie Mann|Matthew Perry|Tyler Steelman|Allison Miller|Michelle Trachtenberg|Sterling Knight|Thomas Lennon|Kat Graham|Tiya Sircar|Melissa Ordway|Josie Loren|Jim Gaffigan|Collette Wolfe|Adam Gregory|Hunter Parrish|Mario Cassem|Melora Hardin|Brian Doyle-Murray|Tommy Dewey|Lorna Scott|Kodi Kitchen|Diana Maria Riva|Ellis E. Williams|Ed Ackerman|Will Schaub|Loren Lester|Nicole Sullivan|Margaret Cho|Larry Poindexter|Bubba Lewis|Chris Valenti|G. Lane Hillman|Hope Riley|Jeanine Jackson|Gregory Sporleder|Keith Oney|Leonard Wu|Liana Blackburn|Lindsay Taylor|Shelby Rabara|Danielle E. Hawkins|Katrina Norman|Rhapsody Violetti|Tiana Brown|Taisha Monique Clark|Vanessa Lee Chester|Tyne Stecklein|Jordan Schatz,
1185,40000000,Comedy|Romance,193610,court case|client|lawyer|courtroom,en,34.519636,New Line Cinema|Practical Pictures|Parallel Zide,India|United States of America|Germany,2014-04-16,196781193,109.0,The Other Woman,6.2,1437,Cameron Diaz|Leslie Mann|Kate Upton|Don Johnson|Nikolaj Coster-Waldau|Taylor Kinney|Nicki Minaj|Alyshia Ochse|David Thornton|Kenneth Maharaj|Victor Cruz|Madison McKinley|Olivia Culpo|Chelsea Turnbo|Brooke Stacy Mills|Ashley Cusato,
1186,40000000,Horror|Mystery,19912,alcohol|adultery|detective|mississippi|jealousy|isolation|paranoia|motel|window|nightmare|letter|ax|notebook|police|murder|mystery|arson|writer|divorce,en,32.478077,DreamWorks SKG|Amblin Entertainment|Studio Babelsberg|Fox 2000 Pictures|Marc Platt Productions|Participant Media|Reliance Entertainment|TSG Entertainment,United States of America,2009-08-26,186167139,82.0,The Final Destination,5.4,831,Bobby Campo|Shantel VanSanten|Nick Zano|Haley Webb|Krista Allen|Andrew Fiscella|Justin Welborn|Stephanie Honoré|Lara Grice|Jackson Walker|Mykelti Williamson|Jedda Jones|Trey Burvant,
1187,40000000,Thriller|Drama,296098,chicago|writing|architect|future|time|architecture|mysterious letter|near future|first kiss|romantic drama|passage of time,en,48.445978000000004,Twentieth Century Fox Film Corporation|Davis Entertainment,United States of America,2015-10-15,165478348,141.0,Bridge of Spies,7.2,2583,Tom Hanks|Mark Rylance|Amy Ryan|Alan Alda|Sebastian Koch|Austin Stowell|Billy Magnussen|Michael Simon Hall|Edward James Hyland|Stephen Kunken|Mike Houston|James Lorinz|Michael Power|Joe Starr|Merab Ninidze|Greg Nutcher|Scott Shepherd|Jesse Plemons|Domenick Lombardozzi|Eve Hewson|Noah Schnapp|Jillian Lebling|Michael Gaston|Peter McRobbie|Joshua Harto|Mark Zak|Marko Caka|John Ohkuma|Burghart Klaußner|Mikhail Gorevoy|Max Mauff|Victor Verhaeghe|Mark Fichera|Brian Hutchison|Dakin Matthews|Joel Brady|John Rue|Michael Pemberton|Jon Curry|Wes McGee|Jim C. Ferris|Haley Rawson|Ashlie Atkinson|Steven Boyer|John Henry Cox|Will Rogers|Daniela Schulz|Nadja Bobyleva|Joe Forbrich|Patricia Squire|Henny Russell|Nolan Lyons|Hayley Feinstein|Victoria Leigh|Jon Donahue|Victor Schefé|Joachim Paul Assböck|Rainer Reiners|Hamilton Clancy|Tracy Howe|Paul Jude Letersky|Michael Wren Gucciardo|Rafael Gareisen|Peter Conboy|Ron Komora|Michael Schenk,
1188,40000000,Action|Drama|Thriller|War,8007,nurse|secret|dream|fight|kidnapping|new orleans|key|plantation|voodoo|party|lawyer|blood|violence|mirror|attic|occult,en,24.012985999999998,Universal Pictures|Spyglass Entertainment|Relativity Media|Apatow Productions,United States of America,2001-11-17,91753202,106.0,Behind Enemy Lines,6.0,457,Owen Wilson|Gene Hackman|Gabriel Macht|Charles Malik Whitfield|David Keith|Olek Krupa|Joaquim de Almeida|Vladimir Mashkov|Marko Igonda|Eyal Podell|Geoff Pierson|Aernout Van Lynden|Sam Jaeger|Shane Johnson|Don Winston|Laurence Mason|Leon Russom|Todd Boyce|Dorothy Lucey,
1189,40000000,Comedy,32823,green|dodgeball|incredibile|timothy,en,17.869443,Miramax Films,United States of America,2010-06-04,90029656,109.0,Get Him to the Greek,5.9,612,Jonah Hill|Russell Brand|Rose Byrne|Elisabeth Moss|Colm Meaney|Sean Combs|Kali Hawk|Aziz Ansari|Nick Kroll|Carla Gallo|Lino Facioli|Tom Felton|Christina Aguilera|Katy Perry|Pink|Pharrell Williams|Mario López|Jake Johnson|Ellie Kemper|Kristen Bell|T.J. Miller|Christine Nguyen|Ato Essandoh|Derek Theler|Kristen Schaal,
1190,50000000,Drama|Romance|Comedy,4380,scotland|love of one's life|ladykiller|one-night stand|bridesmaid|forbidden love|male female relationship|best friends in love,en,14.231898999999999,Universal Pictures|Amblin Entertainment|DreamWorks Pictures,United States of America,2004-10-15,170128460,107.0,Shall We Dance?,5.9,297,Richard Gere|Jennifer Lopez|Susan Sarandon|Lisa Ann Walter|Stanley Tucci|Anita Gillette|Bobby Cannavale|Omar Benson Miller|Tamara Hope|Stark Sands|Richard Jenkins|Nick Cannon|Sarah Lafleur|Onalee Ames|Diana Salvatore|Daphne Korol|David Sparrow|Katya Virshilas,
1191,40000000,Comedy|Adventure|Fantasy|Science Fiction|Action,11551,biography|based on play,en,23.088570999999998,New Line Cinema|Pull Down Your Pants Pictures|Todd McFarlane Entertainment,United States of America,1998-07-10,54682547,110.0,Small Soldiers,6.2,511,Gregory Smith|Kirsten Dunst|Denis Leary|Phil Hartman|David Cross|Jay Mohr|Kevin Dunn|Ann Magnuson|Wendy Schaal|Jacob Smith|Tommy Lee Jones|Frank Langella|Ernest Borgnine|Jim Brown|Bruce Dern|George Kennedy|Clint Walker|Christopher Guest|Michael McKean|Harry Shearer|Sarah Michelle Gellar|Christina Ricci|Dick Miller,
1192,40000000,Action|Adventure|Fantasy|Horror|Science Fiction|Thriller,10336,jurors|proof|court case|leukemia|lawyer|courtroom,en,19.833664000000002,Spyglass Entertainment|World 2000 Entertainment|Count of Monte Cristo Ltd.|Touchstone Pictures,United States of America,1997-07-31,87840042,96.0,Spawn,5.0,336,Michael Jai White|Martin Sheen|John Leguizamo|Theresa Randle|Nicol Williamson|D. B. Sweeney|Melinda Clarke|Miko Hughes|Sydni Beaudoin|Frank Welker,
1193,35000000,Action|Adventure|Drama|Thriller,11362,amnesia|mental institution|patient|trust|false accusations|medication|gothic|mental illness,en,26.595983,Lakeshore Entertainment|Sidney Kimmel Entertainment|Lionsgate,France|Germany|United Kingdom,2002-01-23,75395048,131.0,The Count of Monte Cristo,7.3,453,Jim Caviezel|Guy Pearce|Richard Harris|James Frain|Dagmara Domińczyk|Michael Wincott|Luis Guzmán|Christopher Adamson|J. B. Blanc|Henry Cavill,
1194,40000000,Crime|Drama|Thriller,50348,cuba|mutiny|slavery|sentence|historical figure|havanna|tall ship|slave trade,en,26.072228,Studio Babelsberg|StudioCanal|Dark Castle Entertainment|TF1 Films Production|Canal+|Panda Productions Inc.|Horticus UK,United States of America,2011-03-17,85412898,119.0,The Lincoln Lawyer,7.0,902,Matthew McConaughey|Marisa Tomei|Ryan Phillippe|William H. Macy|Josh Lucas|John Leguizamo|Michael Peña|Bob Gunton|Frances Fisher|Bryan Cranston|Trace Adkins|Laurence Mason|Margarita Levieva|Pell James|Shea Whigham|Katherine Moennig|Michael Paré|Michaela Conlin|Mackenzie Aladjem|Erin Carufel|Sam Upton,
1195,30000000,Action|Mystery|Thriller,48138,medicine|ant|research|amazon|cancer|jungle|doctor|falling in love|cure|rainforest,en,38.643914,Warner Bros.|Touchstone Pictures|Syncopy,United States of America,2011-02-16,130786397,113.0,Unknown,6.5,1265,Liam Neeson|Diane Kruger|January Jones|Aidan Quinn|Bruno Ganz|Frank Langella|Sebastian Koch|Olivier Schneider|Stipe Erceg|Rainer Bock|Mido Hamada|Clint Dyer|Karl Markovics|Eva Löbau|Helen Wiebensohn|Adnan Maral|Merle Wiebensohn|Torsten Michaelis,
1196,40000000,Drama|Mystery|Thriller,1124,predator|national guard|hybrid|alien|morgue|alien possession|triangle|infestation|xenomorph,en,74.440708,New Line Cinema|BenderSpink|RatPac Entertainment,Canada|United States of America,2006-10-19,109676311,130.0,The Prestige,8.0,4391,Hugh Jackman|Christian Bale|Michael Caine|Scarlett Johansson|Andy Serkis|Samantha Mahurin|David Bowie|Piper Perabo|Rebecca Hall|Daniel Davis|Roger Rees|Ricky Jay|Jim Piddock|Christopher Neame|Mark Ryan|Jamie Harris|Monty Stuart|Ron Perkins|Anthony De Marco|Chao Li Chi|John B. Crye|William Morgan Sheppard|Ezra Buzzington|James Lancaster|Johnny Liska|Russ Fega|Kevin Will|Edward Hibbert|James Otis|Sam Menning|Brian Tahash|Jodi Bianca Wise|Enn Reitel|Robert W. Arbogast|Chris Cleveland|Rock Anthony|Basilina Butler|Erin Cipolletti|Tim Pilleri|Gary Sievers|Inna Swann,
1197,42000000,Comedy,227159,family|life raft|private plane|toothbrush|gluttony|magnifying glass|rubber boat,en,82.185281,"Rainmaker Entertainment|Mainframe Entertainment|Weinstein Company, The",United States of America,2014-11-26,107670357,108.0,Horrible Bosses 2,6.1,1536,Jason Bateman|Jason Sudeikis|Charlie Day|Jennifer Aniston|Kevin Spacey|Jamie Foxx|Chris Pine|Christoph Waltz|Jonathan Banks|Lindsay Sloane|Keegan-Michael Key|Kelly Stables|Jerry Lambert|Sam Richardson|Brianne Howey|Lidia Porto|Jaye Razor|Lennon Parham|Leslie A. Hughes,
1198,40000000,Animation|Comedy|Adventure|Family|Science Fiction,68179,new love|love of one's life|unexpected happiness|dying and death|success|kiss|love|relationship|unhappiness|woman director|fear of dying,en,18.14218,Icon Productions|Icon Entertainment International|Touchstone Pictures,United Kingdom|United States of America,2013-02-14,74597643,89.0,Escape from Planet Earth,5.7,332,Brendan Fraser|Rob Corddry|Ricky Gervais|Jessica Alba|Sarah Jessica Parker|Kaitlin Olson|Ashley Eckstein|Gregg Binkley|Sofía Vergara|Steve Zahn|Craig Robinson|Jane Lynch|Jonathan Morgan Heit|Chris Parnell|William Shatner|Bob Bergen|George Lopez,
1199,40000000,Action|Adventure|Drama|Thriller,1579,pop star|song|romantic comedy|song writing|piano,en,41.570046999999995,United Artists|Eon Productions,United States of America,2006-12-07,120175290,139.0,Apocalypto,7.3,1221,Rudy Youngblood|Raoul Max Trujillo|Gerardo Taracena|Iazua Larios|Antonio Monroy|María Isabel Díaz|Dalia Hernández|Jonathan Brewer|Morris Birdyellowhead|Carlos Emilio Báez|Amilcar Ramírez|Israel Contreras|Israel Ríos|Espiridion Acosta Cache|Mayra Serbulo|Rodolfo Palacios|Lorena Heranandez|Itandehui Gutierrez|Sayuri Gutierrez|Hiram Soto|José Suárez|Ariel Galvan|Bernardo Ruiz|Ricardo Diaz Mendoza|Richard Can|Carlos Ramos|Ammel Rodrigo Mendoza|Marco Antonio Argueta|Javier Escobar|Fernando Hernandez|Maria Isidra Hoil|Aquetzali García|Abel Woolrich|Nicolás Jasso|Ronaldo Eknal|Miriam Tun|Rafael Velez|Diana Botello|Joaquin Rendon,
1200,40000000,Action|Adventure|Thriller,708,san diego|area 51|alien space craft|hit with a chair|shot in the knee|duringcreditsstinger|1980s,en,23.331459,Twentieth Century Fox Film Corporation|Davis Entertainment|Dune Entertainment III|Troublemaker Studios,United States of America,1987-06-29,191185897,130.0,The Living Daylights,6.2,440,Timothy Dalton|Maryam d'Abo|Jeroen Krabbé|Joe Don Baker|John Rhys-Davies|Art Malik|Andreas Wisniewski|Thomas Wheatley|Desmond Llewelyn|Robert Brown|Geoffrey Keen|Walter Gotell|Caroline Bliss|John Terry|Virginia Hey|John Bowe|Julie T. Wallace|Belle Avery|Catherine Rabett|Dulice Liecier|Nadim Sawalha|Alan Talbot|Carl Rigg|Tony Cyrus|Atik Mohamed|Michael Moor|Sumar Khan|Ken Sharrock|Peter Porteous|Antony Carrick|Frederick Warder|Glyn Baker|Scott Hoxby|Bill Weston|Richard Cubison|Heinz Winter|Leslie French|Odette Benatar|Dianna Casale|Sharon Devlin|Femi Gardiner|Patricia Keefer|Ruddy Rodriguez|Mayte Sánchez|Cela Savannah|Karen Seeberg|Waris Dirie|Karen Williams|Barbara Broccoli,
1201,40000000,Action|Science Fiction|Adventure|Thriller,34851,inventor|road trip|guilt|mother son relationship|woman director,en,47.649553999999995,Universal Pictures|Mirage Enterprises|Northern Lights Entertainment,United States of America,2010-07-03,126248813,107.0,Predators,6.0,1206,Topher Grace|Alice Braga|Laurence Fishburne|Adrien Brody|Danny Trejo|Walton Goggins|Oleg Taktarov|Louis Ozawa Changchien|Carey Jones|Brian Steele|Derek Mears|Mahershala Ali,
1202,0,Comedy|Crime|Drama|Romance|Thriller,9930,sheriff|book|knife|horror|rescue|author|masked killer|hospital|corpse,en,7.519433,Columbia Pictures Corporation|Pariah Entertainment Group|Grand Slam Productions|Mel's Cite du Cinema,United States of America,1986-06-18,0,116.0,Legal Eagles,5.8,51,Robert Redford|Debra Winger|Daryl Hannah|Brian Dennehy|Terence Stamp|Steven Hill|David Clennon|John McMartin|Jennifer Dundas|Roscoe Lee Browne|Christine Baranski|Sara Botsford|David Hart|James Hurdle|Gary Howard Klar|Christian Clemenson|Bart Burns|Bruce French|Lynn Hamilton|Paul Jabara|Chevi Colton|Annie Abbott|Kristine Sutherland|Everett Quinton|Peter Boyden|Thomas Barbour|Mary Griffin|Vincent Guastaferro|Burke Byrnes,
1203,40000000,Thriller|Mystery,1586,pornography|porn actor|loss of daughter|child pornography|private investigator|subculture|private detective,en,32.908414,Village Roadshow Pictures|Vertigo Entertainment|Sound for Film|Warner Bros.,Germany|United States of America,2004-03-12,92913171,96.0,Secret Window,6.4,972,Johnny Depp|John Turturro|Timothy Hutton|Charles S. Dutton|Len Cariou|Joan Heney|John Dunn-Hill|Vlasta Vrána|Matt Holland|Gillian Ferrabee|Bronwen Mantel|Elizabeth Marleau|Kyle Allatt|Richard Jutras,
